,Case ID,Sequence,cluster
35,INC0000131,"Active,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
36,INC0000132,"New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
37,INC0000134,"New,priority:4 New,priority:4 Active,priority:4 Resolved,priority:4 Closed,priority:4",1
38,INC0000137,"New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
39,INC0000140,"Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
40,INC0000159,"New,priority:3 New,priority:3 New,priority:3 Resolved,priority:3 Resolved,priority:3 Closed,priority:3",1
41,INC0000161,"New,priority:3 New,priority:3 New,priority:2 New,priority:2 New,priority:2 New,priority:4 New,priority:4 AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 Resolved,priority:4 Closed,priority:4",1
42,INC0000166,"New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
43,INC0000167,"New,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
44,INC0000168,"New,priority:3 Resolved,priority:3 Closed,priority:3",1
45,INC0000171,"New,priority:3 New,priority:2 New,priority:2 AwaitingUserInfo,priority:2 AwaitingUserInfo,priority:2 AwaitingUserInfo,priority:2 AwaitingUserInfo,priority:2 AwaitingUserInfo,priority:2 AwaitingUserInfo,priority:2 AwaitingUserInfo,priority:2 AwaitingUserInfo,priority:2 AwaitingUserInfo,priority:2 Resolved,priority:2 Closed,priority:2",1
46,INC0000173,"New,priority:4 New,priority:4 Active,priority:4 AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 Resolved,priority:4 Closed,priority:4",1
47,INC0000174,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
48,INC0000178,"New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
49,INC0000192,"New,priority:3 Resolved,priority:3 Closed,priority:3",1
50,INC0000193,"New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
51,INC0000197,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
52,INC0000207,"New,priority:3 New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
53,INC0000217,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
54,INC0000218,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 Resolved,priority:3 Resolved,priority:3 Closed,priority:3",1
55,INC0000221,"New,priority:3 New,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
56,INC0000230,"New,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 AwaitingProblem,priority:3 AwaitingProblem,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
57,INC0000232,"New,priority:4 New,priority:4 New,priority:4 New,priority:4 New,priority:4 AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 Resolved,priority:4 Closed,priority:4",1
58,INC0000236,"New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
59,INC0000237,"Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
60,INC0000246,"New,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
61,INC0000250,"New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Resolved,priority:3 Closed,priority:3",1
62,INC0000257,"New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
63,INC0000259,"New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
64,INC0000260,"New,priority:3 Resolved,priority:3 Closed,priority:3",1
65,INC0000265,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
66,INC0000268,"New,priority:3 New,priority:3 AwaitingProblem,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
67,INC0000278,"Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
68,INC0000279,"New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
69,INC0000280,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
70,INC0000285,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
71,INC0000290,"Resolved,priority:3 Closed,priority:3",1
72,INC0000292,"New,priority:4 New,priority:4 New,priority:4 Active,priority:4 Active,priority:4 Active,priority:4 Active,priority:4 Active,priority:4 Resolved,priority:4 Closed,priority:4",1
73,INC0000294,"New,priority:3 New,priority:3 New,priority:3 AwaitingProblem,priority:3 AwaitingProblem,priority:3 AwaitingProblem,priority:3 AwaitingProblem,priority:3 Resolved,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Resolved,priority:3 Closed,priority:3",1
74,INC0000295,"New,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
75,INC0000297,"New,priority:3 New,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
76,INC0000301,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
77,INC0000302,"New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
78,INC0000307,"Active,priority:4 AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 Resolved,priority:4 Closed,priority:4",1
79,INC0000310,"Active,priority:4 AwaitingUserInfo,priority:4 Resolved,priority:4 Closed,priority:4",1
80,INC0000317,"Active,priority:4 Active,priority:4 AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 Resolved,priority:4 Closed,priority:4",1
81,INC0000318,"Active,priority:4 AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 Resolved,priority:4 Closed,priority:4",1
82,INC0000319,"New,priority:3 New,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
83,INC0000323,"Resolved,priority:3 Closed,priority:3",1
84,INC0000324,"Active,priority:4 Active,priority:4 AwaitingUserInfo,priority:4 Resolved,priority:4 Closed,priority:4",1
85,INC0000325,"Active,priority:4 AwaitingUserInfo,priority:4 Resolved,priority:4 Closed,priority:4",1
86,INC0000330,"Active,priority:4 AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 Resolved,priority:4 Closed,priority:4",1
87,INC0000333,"AwaitingUserInfo,priority:4 Resolved,priority:4 Closed,priority:4",1
88,INC0000336,"AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 Resolved,priority:4 Closed,priority:4",1
89,INC0000337,"AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
90,INC0000338,"AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 Resolved,priority:4 Closed,priority:4",1
91,INC0000341,"AwaitingUserInfo,priority:4 Active,priority:4 Active,priority:1 Active,priority:1 AwaitingUserInfo,priority:1 AwaitingUserInfo,priority:1 Resolved,priority:1 Closed,priority:1",1
92,INC0000343,"Active,priority:4 AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 Resolved,priority:4 Closed,priority:4",1
93,INC0000345,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
94,INC0000346,"Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
95,INC0000347,"New,priority:3 New,priority:3 AwaitingProblem,priority:3 Resolved,priority:3 Closed,priority:3",1
96,INC0000348,"Active,priority:4 Active,priority:4 AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 Active,priority:4 Resolved,priority:4 Closed,priority:4",1
97,INC0000351,"Active,priority:4 AwaitingUserInfo,priority:4 Resolved,priority:4 Closed,priority:4",1
98,INC0000352,"Resolved,priority:3 Closed,priority:3",1
99,INC0000353,"Resolved,priority:3 Closed,priority:3",1
100,INC0000355,"New,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
101,INC0000359,"Active,priority:4 AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 Resolved,priority:4 Closed,priority:4",1
102,INC0000361,"New,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
103,INC0000363,"Active,priority:4 Active,priority:4 AwaitingUserInfo,priority:4 Resolved,priority:4 Closed,priority:4",1
104,INC0000369,"New,priority:3 Resolved,priority:3 Closed,priority:3",1
105,INC0000370,"New,priority:1 Active,priority:1 Active,priority:1 Resolved,priority:1 Resolved,priority:1 Closed,priority:1",1
106,INC0000371,"Active,priority:4 Active,priority:4 AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 Resolved,priority:4 Closed,priority:4",1
107,INC0000372,"Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
108,INC0000373,"Active,priority:4 AwaitingUserInfo,priority:4 AwaitingProblem,priority:4 Resolved,priority:4 Closed,priority:4",1
109,INC0000374,"New,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
110,INC0000375,"Active,priority:4 AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 Resolved,priority:4 Closed,priority:4",1
111,INC0000376,"New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
112,INC0000378,"Active,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
113,INC0000379,"Active,priority:3 Resolved,priority:3 Closed,priority:3",1
114,INC0000384,"Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
115,INC0000387,"New,priority:3 New,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
116,INC0000388,"New,priority:3 New,priority:1 AwaitingUserInfo,priority:1 AwaitingUserInfo,priority:1 Active,priority:1 Resolved,priority:1 Closed,priority:1",1
117,INC0000392,"New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
118,INC0000393,"New,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
119,INC0000395,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
120,INC0000396,"Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
121,INC0000398,"Active,priority:3 Resolved,priority:3 Closed,priority:3",1
122,INC0000399,"Resolved,priority:3 Closed,priority:3",1
123,INC0000400,"Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
124,INC0000401,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
125,INC0000403,"Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Resolved,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
126,INC0000405,"New,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
127,INC0000418,"New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
128,INC0000425,"New,priority:3 Resolved,priority:3 Closed,priority:3",1
129,INC0000433,"New,priority:1 New,priority:1 New,priority:1 New,priority:1 New,priority:1 Active,priority:1 Resolved,priority:1 Closed,priority:1",1
130,INC0000434,"New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
131,INC0000439,"Active,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
132,INC0000441,"New,priority:3 New,priority:1 New,priority:1 New,priority:1 New,priority:1 New,priority:1 New,priority:1 New,priority:1 New,priority:1 New,priority:1 New,priority:1 New,priority:1 Resolved,priority:1 Resolved,priority:1 Resolved,priority:1 Resolved,priority:1 Resolved,priority:1 Closed,priority:1",1
133,INC0000455,"New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
134,INC0000464,"New,priority:3 New,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
135,INC0000467,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
136,INC0000469,"New,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
137,INC0000473,"New,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
138,INC0000477,"New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
139,INC0000480,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
140,INC0000486,"Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
141,INC0000491,"New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
142,INC0000493,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
143,INC0000494,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
144,INC0000500,"New,priority:3 New,priority:2 New,priority:2 New,priority:2 Resolved,priority:2 Closed,priority:2",1
145,INC0000504,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
146,INC0000505,"New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
147,INC0000508,"New,priority:2 New,priority:2 New,priority:2 Active,priority:2 Active,priority:2 AwaitingUserInfo,priority:2 AwaitingUserInfo,priority:2 AwaitingUserInfo,priority:2 Resolved,priority:2 Closed,priority:2",1
148,INC0000510,"New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
149,INC0000511,"New,priority:4 New,priority:4 Active,priority:4 Resolved,priority:4 Closed,priority:4",1
150,INC0000513,"New,priority:3 New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
151,INC0000516,"New,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
152,INC0000517,"New,priority:1 New,priority:1 New,priority:1 New,priority:1 New,priority:1 New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
153,INC0000519,"New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
154,INC0000520,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
155,INC0000521,"Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
156,INC0000524,"Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
157,INC0000525,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
158,INC0000526,"Active,priority:3 Resolved,priority:3 Closed,priority:3",1
159,INC0000528,"New,priority:4 New,priority:4 Active,priority:4 Active,priority:4 Resolved,priority:4 Closed,priority:4",1
160,INC0000530,"New,priority:3 Resolved,priority:3 Closed,priority:3",1
161,INC0000532,"New,priority:4 New,priority:4 New,priority:4 AwaitingProblem,priority:4 Resolved,priority:4 Closed,priority:4",1
162,INC0000534,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
163,INC0000536,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
164,INC0000537,"New,priority:3 Resolved,priority:3 Closed,priority:3",1
165,INC0000538,"New,priority:2 Active,priority:2 Resolved,priority:2 Closed,priority:2",1
166,INC0000539,"New,priority:3 New,priority:3 New,priority:3 AwaitingProblem,priority:3 AwaitingProblem,priority:3 Resolved,priority:3 Closed,priority:3",1
167,INC0000540,"Active,priority:3 Resolved,priority:3 Closed,priority:3",1
168,INC0000543,"New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
169,INC0000544,"New,priority:4 AwaitingUserInfo,priority:4 Active,priority:4 Resolved,priority:4 Closed,priority:4",1
170,INC0000545,"New,priority:3 Resolved,priority:3 Closed,priority:3",1
171,INC0000549,"New,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
172,INC0000550,"New,priority:4 New,priority:4 New,priority:4 New,priority:4 New,priority:4 AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 AwaitingUserInfo,priority:4 Resolved,priority:4 Closed,priority:4",1
173,INC0000554,"New,priority:3 New,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
174,INC0000558,"New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
175,INC0000559,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
176,INC0000561,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
177,INC0000564,"Active,priority:3 Active,priority:3 Active,priority:3 Resolved,priority:3 Closed,priority:3",1
178,INC0000565,"New,priority:3 New,priority:3 New,priority:3 New,priority:3 New,priority:3 Resolved,priority:3 Closed,priority:3",1
179,INC0000566,"Active,priority:3 AwaitingUserInfo,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
180,INC0000568,"New,priority:2 Active,priority:2 Active,priority:2 Active,priority:2 Resolved,priority:2 Closed,priority:2",1
181,INC0000569,"New,priority:3 New,priority:3 Active,priority:3 Active,priority:3 Active,priority:3 AwaitingUserInfo,priority:3 Resolved,priority:3 Closed,priority:3",1
